"location";"state";"townsize"
"us";"CA";"g"
"us";"MA";"b"
"us";"MI";"b"
"uk";"zz";"f"
"us";"IN";"e"
"ru";"zz";"i"
"us";"MI";"d"
"us";"MI";"d"
"us";"GA";"g"
"us";"NC";"e"
"us";"PA";"f"
"us";"AZ";"g"
"au";"zz";"i"
"us";"OH";"f"
"us";"MO";"f"
"us";"CO";"b"
"us";"IL";"h"
"us";"NC";"b"
"us";"WA";"e"
"us";"TX";"c"
"us";"WA";"i"
"us";"UT";"g"
"us";"PA";"d"
"us";"CA";"f"
"us";"PA";"d"
"us";"WA";"b"
"us";"GA";"c"
"uk";"zz";"i"
"us";"NM";"h"
"us";"zz";"e"
"us";"NY";"b"
"us";"UT";"f"
"us";"PA";"d"
"us";"NY";"d"
"us";"CA";"e"
"ca";"ON";"d"
"se";"zz";"i"
"sg";"zz";"i"
"au";"zz";"i"
"au";"zz";"c"
"uk";"zz";"i"
"uk";"zz";"i"
"us";"IL";"e"
"uk";"zz";"e"
"us";"MS";"b"
"es";"zz";"g"
"us";"CO";"e"
"us";"PA";"c"
"uk";"zz";"e"
"au";"zz";"a"
"us";"CT";"d"
"us";"OR";"z"
"us";"TN";"z"
"us";"IL";"e"
"us";"TX";"c"
"us";"CA";"f"
"uk";"zz";"e"
"fi";"zz";"b"
"nz";"zz";"f"
"fr";"zz";"g"
"us";"AZ";"g"
"fr";"zz";"i"
"uk";"zz";"g"
"us";"NM";"f"
"uk";"zz";"e"
"us";"KS";"a"
"us";"WA";"e"
"ar";"zz";"i"
"us";"KS";"g"
"uk";"zz";"i"
"fi";"zz";"c"
"us";"TX";"h"
"br";"zz";"i"
"gi";"zz";"b"
"us";"CO";"h"
"us";"KS";"e"
"uk";"zz";"b"
"us";"MO";"b"
"us";"PA";"f"
"us";"CO";"a"
"uk";"zz";"b"
"ca";"BC";"i"
"us";"IN";"c"
"us";"ID";"f"
"se";"zz";"e"
"us";"CA";"c"
"ca";"CA";"f"
"us";"IN";"c"
"uk";"zz";"g"
"se";"zz";"e"
"au";"zz";"i"
"uk";"zz";"b"
"us";"MI";"e"
"us";"CA";"h"
"au";"zz";"i"
"nl";"zz";"d"
"tg";"zz";"i"
"zz";"zz";"z"
"us";"NY";"d"
"ru";"zz";"g"
"us";"FL";"i"
"us";"zz";"b"
"us";"NV";"e"
"us";"CA";"g"
"us";"zz";"a"
"au";"zz";"i"
"us";"VA";"e"
"es";"zz";"c"
"us";"CO";"d"
"uk";"zz";"g"
"us";"MA";"i"
"us";"IN";"f"
"us";"PA";"e"
"us";"IN";"c"
"us";"WA";"g"
"us";"CA";"g"
"us";"AZ";"h"
"ca";"ON";"i"
"us";"FL";"a"
"us";"WA";"e"
"us";"CA";"g"
"us";"CA";"b"
"us";"WA";"i"
"us";"NJ";"b"
"us";"CO";"e"
"de";"zz";"e"
"se";"zz";"d"
"us";"CA";"e"
"us";"WA";"b"
"nz";"zz";"i"
"ro";"zz";"d"
"us";"VA";"e"
"us";"NH";"f"
"us";"PA";"c"
"se";"zz";"d"
"ca";"NS";"d"
"nl";"zz";"c"
"us";"WI";"b"
"us";"IN";"d"
"us";"IN";"e"
"zz";"zz";"z"
"ca";"AB";"b"
"us";"TX";"b"
"uk";"zz";"c"
"us";"CA";"c"
"us";"NE";"a"
"us";"IN";"b"
"ca";"ON";"f"
"us";"FL";"b"
"us";"NE";"d"
"us";"AR";"b"
"us";"zz";"g"
"us";"NC";"b"
"uk";"zz";"f"
"us";"zz";"g"
"us";"zz";"g"
"pl";"zz";"h"
"cz";"zz";"f"
"us";"WA";"e"
"us";"MN";"i"
"us";"IA";"a"
"us";"MA";"d"
"se";"zz";"b"
"uk";"zz";"d"
"us";"LA";"g"
"us";"zz";"a"
"au";"zz";"f"
"us";"OH";"e"
"cz";"zz";"i"
"us";"AL";"b"
"uk";"zz";"d"
"us";"CA";"a"
"us";"PA";"c"
"ca";"ON";"e"
"us";"CT";"e"
"ca";"QC";"i"
"us";"LA";"b"
"us";"NY";"b"
"us";"FL";"c"
"us";"IL";"f"
"us";"MO";"z"
"us";"MI";"f"
"nl";"zz";"f"
"uk";"zz";"f"
"uk";"zz";"z"
"uk";"zz";"e"
"ca";"NS";"c"
"se";"zz";"i"
"pl";"zz";"i"
"uk";"zz";"a"
"dk";"zz";"a"
"us";"GA";"c"
"uk";"zz";"z"
"us";"TX";"b"
"us";"PA";"c"
"us";"AZ";"c"
"uk";"OH";"d"
"cl";"zz";"i"
"us";"TN";"e"
"us";"CO";"c"
"ca";"ON";"g"
"us";"CO";"f"
"uk";"zz";"b"
"us";"TN";"e"
"no";"zz";"c"
"uk";"zz";"c"
"us";"TX";"h"
"us";"CA";"i"
"au";"zz";"c"
"mx";"zz";"i"
"us";"OH";"g"
"us";"PA";"c"
"us";"IA";"a"
"ca";"SK";"e"
"pr";"zz";"b"
"cl";"zz";"d"
"us";"CA";"h"
"us";"VA";"g"
"us";"KS";"a"
"us";"SC";"e"
"us";"CA";"g"
"us";"FL";"d"
"us";"GA";"c"
"us";"VA";"a"
"ca";"ON";"f"
"pt";"zz";"f"
"us";"MI";"c"
"us";"MI";"b"
"us";"zz";"z"
"ca";"QC";"a"
"uk";"zz";"b"
"us";"CA";"f"
"ca";"QC";"a"
"us";"TN";"c"
"us";"LA";"e"
"us";"NY";"d"
"us";"MO";"d"
"us";"zz";"i"
"us";"FL";"i"
"us";"IN";"b"
"us";"TN";"d"
"us";"TX";"c"
"us";"TX";"i"
"us";"WI";"a"
"us";"OK";"h"
"us";"FL";"f"
"us";"OR";"g"
"zz";"zz";"z"
"us";"CA";"z"
"ca";"ON";"e"
"us";"WA";"h"
"us";"WI";"e"
"zz";"zz";"z"
"us";"CA";"e"
"us";"OR";"d"
"us";"CA";"g"
"us";"LA";"d"
"us";"CA";"z"
"au";"zz";"d"
"us";"MN";"g"
"au";"zz";"d"
"us";"CA";"g"
"au";"zz";"z"
"us";"GA";"f"
"us";"MN";"e"
"fr";"zz";"b"
"ca";"ON";"e"
"us";"IN";"d"
"zz";"zz";"z"
"us";"MD";"z"
"fr";"zz";"e"
"us";"FL";"d"
"us";"MA";"h"
"us";"FL";"d"
"us";"IN";"f"
"uk";"zz";"b"
"us";"NY";"d"
"uk";"zz";"a"
"us";"TX";"z"
"us";"CA";"g"
"us";"OK";"b"
"us";"NJ";"c"
"us";"GA";"d"
"us";"AL";"z"
"ca";"ON";"e"
"au";"zz";"a"
"us";"OR";"f"
"us";"CA";"e"
"ca";"zz";"i"
"us";"MD";"g"
"us";"MT";"d"
"us";"KT";"a"
"us";"TX";"i"
"us";"NC";"c"
"us";"CA";"b"
"us";"VA";"e"
"us";"FL";"e"
"us";"AL";"a"
"us";"CA";"f"
"ua";"zz";"i"
"us";"FL";"c"
"au";"zz";"i"
"us";"WA";"h"
"us";"MO";"f"
"us";"WA";"f"
"de";"zz";"f"
"za";"zz";"i"
"ro";"zz";"a"
"us";"MI";"i"
"us";"TX";"e"
"us";"WA";"e"
"us";"MI";"g"
"mx";"CA";"z"
"us";"NJ";"c"
"au";"zz";"e"
"us";"ID";"d"
"hk";"zz";"i"
"br";"zz";"i"
"uk";"zz";"f"
"us";"WI";"z"
"us";"LA";"b"
"ca";"zz";"g"
"sg";"zz";"i"
"dk";"zz";"f"
"us";"NJ";"d"
"us";"GA";"e"
"us";"WA";"g"
"de";"zz";"h"
"us";"CO";"d"
"fr";"zz";"f"
"bo";"zz";"i"
"ca";"PE";"c"
"us";"FL";"d"
"us";"WA";"h"
"us";"FL";"e"
"uk";"zz";"d"
"us";"AR";"e"
"no";"zz";"e"
"us";"NH";"e"
"fi";"zz";"g"
"ca";"QC";"c"
"us";"CA";"c"
"us";"WA";"d"
"de";"zz";"f"
"de";"zz";"z"
"nl";"zz";"g"
"ae";"zz";"i"
"au";"zz";"a"
"us";"WA";"i"
"us";"IL";"d"
"de";"zz";"b"
"uk";"zz";"i"
"us";"zz";"z"
"au";"zz";"i"
"de";"zz";"b"
"br";"AK";"i"
"us";"CA";"e"
"ca";"QC";"c"
"us";"OH";"i"
"us";"NH";"c"
"nz";"zz";"b"
"ae";"zz";"i"
"nl";"zz";"b"
"uk";"zz";"g"
"us";"FL";"i"
"br";"zz";"e"
"uk";"zz";"h"
"us";"OH";"b"
"co";"zz";"i"
"no";"zz";"a"
"us";"LA";"a"
"uk";"zz";"b"
"us";"ID";"c"
"us";"TN";"b"
"fr";"zz";"c"
"ch";"zz";"g"
"fr";"zz";"a"
"fr";"zz";"a"
"au";"zz";"c"
"um";"NJ";"b"
"fr";"zz";"c"
"us";"WA";"b"
"fr";"zz";"g"
"br";"zz";"h"
"us";"OH";"a"
"ca";"AB";"c"
"us";"WY";"b"
"us";"AK";"d"
"us";"AR";"a"
"de";"zz";"d"
"de";"zz";"g"
"uk";"AL";"d"
"sg";"zz";"i"
"us";"NC";"e"
"us";"CO";"g"
"uk";"zz";"h"
"fr";"zz";"b"
"zz";"zz";"b"
"uk";"zz";"b"
"uk";"zz";"d"
"us";"KS";"e"
"us";"NY";"b"
"us";"FL";"d"
"us";"AR";"c"
"us";"FL";"f"
"au";"zz";"i"
"uk";"zz";"a"
"nl";"zz";"g"
"us";"TN";"z"
"us";"CA";"f"
"uk";"zz";"z"
"pf";"zz";"c"
"us";"CA";"z"
"us";"PA";"h"
"us";"CA";"e"
"nl";"zz";"z"
"us";"CA";"z"
"us";"TN";"h"
"us";"MI";"a"
"de";"zz";"h"
"us";"NC";"e"
"us";"WA";"e"
"us";"CT";"b"
"do";"zz";"h"
"us";"HI";"i"
"us";"zz";"i"
"au";"zz";"a"
"us";"PA";"a"
"us";"TX";"h"
"hu";"zz";"i"
"us";"WA";"d"
"us";"PA";"c"
"us";"ID";"c"
"us";"MI";"b"
"br";"zz";"g"
"us";"PA";"c"
"us";"MI";"a"
"us";"AZ";"i"
"us";"WA";"e"
"us";"zz";"e"
"us";"CA";"b"
"us";"NY";"d"
"us";"NJ";"z"
"at";"zz";"i"
"sg";"zz";"i"
"uk";"zz";"g"
"uk";"zz";"d"
"fi";"zz";"d"
"us";"NY";"e"
"uk";"zz";"b"
"ca";"QC";"g"
"us";"CA";"b"
"au";"zz";"a"
"us";"FL";"i"
"us";"PA";"d"
"us";"NY";"e"
"uk";"zz";"a"
"us";"FL";"d"
"us";"zz";"z"
"us";"TX";"b"
"au";"WA";"z"
"zz";"zz";"z"
"us";"IN";"c"
"us";"FL";"b"
"uk";"zz";"a"
"br";"zz";"h"
"uk";"zz";"i"
"us";"FL";"c"
"us";"NC";"f"
"us";"CA";"i"
"us";"GA";"b"
"us";"OH";"z"
"uk";"zz";"z"
"ca";"SK";"a"
"us";"OR";"e"
"us";"MI";"f"
"us";"CA";"z"
"us";"NY";"i"
"us";"FL";"g"
"zz";"zz";"z"
"ca";"QC";"i"
"us";"TX";"b"
"se";"zz";"c"
"us";"GA";"i"
"us";"IL";"e"
"us";"WA";"e"
"us";"IL";"d"
"us";"CA";"d"
"us";"VA";"e"
"us";"MA";"z"
"us";"LA";"e"
"ca";"NS";"c"
"uk";"zz";"d"
"us";"WA";"e"
"ca";"ON";"z"
"zz";"zz";"z"
"zz";"zz";"z"
"au";"zz";"d"
"us";"OR";"h"
"us";"MN";"d"
"us";"NY";"e"
"ca";"BC";"e"
"pl";"zz";"g"
"ca";"QC";"g"
"us";"AZ";"i"
"us";"IL";"d"
"fr";"zz";"d"
"us";"AR";"b"
"us";"WA";"f"
"us";"FL";"e"
"us";"AZ";"h"
"us";"OR";"g"
"us";"WI";"b"
"ru";"zz";"i"
"us";"MS";"b"
"nl";"zz";"b"
"us";"WI";"b"
"ve";"zz";"b"
"ca";"BC";"g"
"us";"NY";"d"
"us";"VT";"a"
"us";"WA";"e"
"us";"OH";"b"
"us";"MI";"b"
"ca";"SK";"e"
"us";"TX";"h"
"au";"zz";"i"
"uk";"zz";"z"
"se";"zz";"a"
"be";"zz";"b"
"us";"MA";"d"
"us";"WY";"z"
"au";"zz";"c"
"uk";"zz";"d"
"cl";"zz";"g"
"us";"GA";"i"
"us";"MA";"g"
"us";"FL";"g"
"us";"NY";"i"
"us";"CA";"f"
"ca";"ON";"f"
"us";"CA";"d"
"us";"CA";"d"
"us";"OH";"c"
"us";"MI";"b"
"ca";"zz";"h"
"us";"SC";"b"
"us";"AZ";"i"
"us";"WA";"g"
"us";"SC";"z"
"us";"IN";"f"
"gg";"zz";"z"
"uk";"zz";"g"
"uk";"zz";"d"
"us";"NJ";"c"
"uk";"zz";"b"
"uk";"zz";"b"
"us";"FL";"b"
"us";"VA";"g"
"us";"WI";"d"
"us";"MI";"d"
"us";"TX";"g"
"us";"CA";"d"
"us";"AR";"d"
"uk";"zz";"b"
"us";"MA";"b"
"uk";"zz";"g"
"us";"NJ";"c"
"nz";"zz";"g"
"us";"AL";"d"
"us";"SC";"f"
"us";"WI";"g"
"se";"zz";"e"
"pl";"zz";"e"
"us";"ID";"g"
"us";"PA";"a"
"us";"TN";"e"
"us";"MO";"d"
"us";"GA";"e"
"us";"IN";"g"
"us";"ID";"b"
"de";"zz";"d"
"mx";"zz";"d"
"se";"zz";"i"
"us";"CO";"d"
"us";"LA";"f"
"us";"WA";"e"
"us";"OR";"e"
"au";"zz";"b"
"us";"FL";"b"
"us";"IL";"e"
"au";"zz";"i"
"us";"FL";"i"
"us";"MD";"d"
"us";"WA";"g"
"us";"GA";"f"
"us";"MN";"c"
"us";"NC";"a"
"zz";"zz";"z"
"us";"VA";"d"
"us";"OK";"e"
"us";"AZ";"d"
"us";"OH";"c"
"ca";"BC";"b"
"uk";"zz";"e"
"fr";"zz";"i"
"us";"GA";"b"
"us";"SC";"b"
"us";"NM";"i"
"us";"WA";"f"
"au";"zz";"b"
"uk";"zz";"a"
"us";"MO";"a"
"us";"NJ";"c"
"ae";"zz";"z"
"al";"zz";"a"
"us";"NC";"c"
"us";"ME";"i"
"si";"zz";"i"
"ca";"ON";"d"
"us";"IN";"e"
"uk";"zz";"a"
"us";"FL";"g"
"us";"OR";"d"
"us";"AR";"d"
"us";"NE";"c"
"us";"CA";"b"
"au";"zz";"e"
"us";"TN";"c"
"es";"zz";"b"
"us";"IL";"f"
"id";"zz";"a"
"uk";"zz";"b"
"ca";"AB";"b"
"us";"CA";"f"
"uk";"zz";"a"
"us";"AZ";"i"
"us";"GA";"b"
"us";"CA";"i"
"us";"TX";"f"
"us";"TX";"b"
"us";"FL";"d"
"us";"TX";"d"
"au";"zz";"e"
"us";"AZ";"c"
"us";"FL";"h"
"us";"MT";"f"
"bg";"zz";"d"
"us";"CA";"e"
"se";"zz";"d"
"us";"IN";"b"
"us";"WI";"i"
"us";"TN";"f"
"us";"RI";"g"
"ar";"zz";"c"
"us";"WI";"d"
"us";"NC";"b"
"us";"MI";"h"
"us";"IA";"e"
"uk";"zz";"b"
"us";"AZ";"e"
"hu";"zz";"a"
"us";"CA";"f"
"us";"KS";"f"
"jp";"zz";"i"
"us";"MA";"b"
"us";"CA";"d"
"zz";"zz";"e"
"ca";"BC";"c"
"no";"zz";"b"
"us";"NJ";"c"
"us";"zz";"b"
"pt";"zz";"b"
"us";"NJ";"d"
"us";"WA";"g"
"us";"MI";"b"
"us";"GA";"c"
"ca";"BC";"c"
"ca";"ON";"e"
"us";"CA";"h"
"ie";"zz";"g"
"ca";"MB";"i"
"us";"TX";"e"
"pt";"zz";"d"
"uk";"zz";"e"
"us";"AL";"c"
"mx";"zz";"d"
"us";"VA";"z"
"us";"GA";"d"
"us";"FL";"a"
"us";"MI";"c"
"ua";"zz";"i"
"us";"MO";"b"
"us";"NC";"g"
"ca";"ON";"b"
"us";"OR";"c"
"us";"ID";"e"
"ca";"zz";"g"
"us";"MD";"f"
"us";"MD";"f"
"mx";"zz";"i"
"au";"zz";"i"
"uk";"zz";"c"
"us";"OK";"c"
"fr";"zz";"e"
"us";"CA";"f"
"us";"IL";"d"
"us";"IL";"e"
"us";"CA";"c"
"us";"TX";"i"
"us";"CT";"d"
"us";"NC";"g"
"sg";"zz";"i"
"sg";"zz";"e"
"us";"FL";"b"
"ca";"ON";"a"
"us";"DC";"f"
"us";"WA";"c"
"us";"NC";"b"
"us";"WA";"e"
"us";"OH";"i"
"zz";"zz";"z"
"uk";"zz";"c"
"us";"KS";"a"
"uk";"zz";"g"
"ca";"ON";"d"
"us";"NH";"d"
"us";"MS";"a"
"mx";"zz";"f"
"us";"NC";"a"
"us";"NY";"g"
"us";"WA";"d"
"pl";"zz";"f"
"dk";"zz";"c"
"de";"zz";"i"
"us";"WA";"b"
"br";"zz";"i"
"us";"NY";"b"
"us";"AR";"d"
"ca";"BC";"c"
"us";"OK";"b"
"us";"MN";"f"
"ca";"AB";"e"
"us";"MA";"f"
"us";"KS";"a"
"us";"OH";"b"
"ca";"BC";"f"
"us";"AZ";"h"
"us";"NV";"d"
"us";"UT";"d"
"nl";"zz";"d"
"ca";"ON";"b"
"zz";"zz";"z"
"us";"MI";"b"
"us";"OH";"b"
"us";"MA";"b"
"us";"WA";"a"
"us";"WA";"g"
"us";"CO";"h"
"uk";"zz";"c"
"us";"FL";"d"
"nl";"zz";"e"
"de";"zz";"g"
"us";"TN";"f"
"us";"WA";"h"
"us";"NY";"c"
"us";"AZ";"g"
"ca";"NS";"d"
"dk";"zz";"d"
"us";"PA";"a"
"ca";"BC";"i"
"us";"PA";"g"
"us";"MI";"e"
"us";"zz";"c"
"au";"zz";"c"
"us";"CA";"e"
"fr";"zz";"i"
"uk";"zz";"f"
"us";"OH";"i"
"us";"MD";"z"
"us";"TX";"d"
"us";"NY";"d"
"us";"CA";"b"
"us";"AZ";"h"
"ru";"zz";"i"
"ca";"BC";"g"
"zz";"zz";"z"
"ca";"BC";"g"
"us";"CA";"b"
"ru";"zz";"i"
"us";"IL";"c"
"us";"MA";"b"
"au";"zz";"b"
"uk";"zz";"f"
"us";"OH";"g"
"us";"MA";"c"
"us";"zz";"b"
"us";"CA";"i"
"us";"CA";"f"
"us";"OR";"h"
"us";"FL";"a"
"ca";"QC";"b"
"us";"ME";"a"
"us";"FL";"e"
"us";"TX";"c"
"us";"CA";"d"
"us";"NY";"i"
"au";"zz";"a"
"ca";"BC";"d"
"us";"AL";"b"
"us";"CT";"b"
"fi";"zz";"d"
"us";"FL";"c"
"es";"zz";"f"
"us";"VA";"c"
"us";"FL";"f"
"us";"MO";"g"
"us";"CA";"d"
"us";"FL";"e"
"us";"GA";"a"
"us";"PA";"d"
"uk";"zz";"b"
"ca";"QC";"d"
"us";"NY";"b"
"co";"zz";"i"
"us";"NH";"c"
"us";"WY";"b"
"us";"CA";"e"
"us";"MI";"a"
"us";"NV";"d"
"us";"UT";"e"
"us";"FL";"c"
"us";"AL";"b"
"us";"IL";"d"
"au";"zz";"i"
"fr";"zz";"b"
"us";"zz";"b"
"au";"zz";"i"
"uk";"zz";"b"
"us";"WA";"d"
"de";"zz";"e"
"us";"IN";"g"
"us";"MI";"d"
"us";"TX";"g"
"us";"NY";"b"
"us";"VA";"g"
"us";"WY";"e"
"ca";"ON";"i"
"us";"MT";"a"
"us";"AZ";"i"
"us";"TN";"b"
"us";"IL";"i"
"us";"CO";"g"
"au";"zz";"c"
"au";"zz";"i"
"au";"zz";"i"
"uk";"zz";"e"
"us";"MD";"f"
"us";"KS";"g"
"us";"OH";"b"
"us";"IL";"b"
"us";"IL";"b"
"us";"CA";"f"
"us";"OH";"b"
"us";"IA";"g"
"us";"WA";"g"
"au";"zz";"i"
"de";"zz";"i"
"us";"CO";"a"
"us";"FL";"f"
"us";"WV";"b"
"us";"NV";"i"
"uk";"zz";"g"
"us";"NC";"z"
"uk";"zz";"e"
"co";"zz";"g"
"us";"WA";"c"
"zz";"zz";"z"
"us";"MD";"f"
"au";"zz";"i"
"uk";"zz";"f"
"us";"UT";"i"
"bs";"zz";"b"
"us";"MA";"b"
"zz";"zz";"z"
"us";"MO";"f"
"us";"NE";"b"
"uk";"zz";"a"
"ca";"BC";"e"
"es";"zz";"i"
"pl";"zz";"h"
"us";"CA";"b"
"zz";"zz";"z"
"us";"NJ";"d"
"us";"OH";"a"
"us";"IN";"c"
"fi";"zz";"g"
"us";"NM";"e"
"us";"NC";"b"
"zz";"zz";"z"
"sa";"zz";"i"
"au";"zz";"b"
"zz";"zz";"z"
"us";"ID";"i"
"us";"AZ";"c"
"uk";"zz";"f"
"us";"CA";"d"
"us";"WA";"c"
"us";"FL";"e"
"us";"CO";"z"
"au";"zz";"a"
"au";"zz";"e"
"us";"IL";"c"
"us";"DC";"a"
"zz";"zz";"z"
"us";"MN";"a"
"us";"SD";"f"
"us";"AL";"d"
"us";"CA";"c"
"uk";"zz";"e"
"us";"OH";"d"
"us";"ME";"z"
"us";"KS";"b"
"ee";"zz";"b"
"za";"zz";"c"
"us";"PA";"c"
"ca";"BC";"i"
"us";"WI";"a"
"uk";"zz";"g"
"au";"zz";"g"
"us";"MD";"f"
"us";"OH";"f"
"ca";"AB";"i"
"us";"CA";"i"
"br";"zz";"i"
"us";"CA";"d"
"us";"CA";"d"
"ca";"NL";"g"
"au";"zz";"a"
"us";"CA";"f"
"us";"CA";"f"
"au";"zz";"e"
"uk";"zz";"i"
"us";"GA";"i"
"de";"zz";"h"
"us";"UT";"c"
"us";"TX";"g"
"au";"zz";"b"
"us";"CA";"d"
"us";"PA";"g"
"ca";"ON";"g"
"us";"OK";"e"
"us";"RI";"e"
"us";"FL";"i"
"au";"zz";"d"
"zz";"zz";"z"
"br";"zz";"i"
"au";"zz";"i"
"us";"NJ";"d"
"us";"IL";"c"
"us";"FL";"h"
"us";"FL";"g"
"uk";"zz";"b"
"br";"zz";"i"
"br";"zz";"i"
"us";"PA";"i"
"zz";"zz";"z"
"us";"OH";"b"
"us";"WI";"e"
"us";"NM";"b"
"au";"zz";"g"
"zz";"zz";"z"
"us";"IL";"b"
"us";"VA";"c"
"zz";"zz";"z"
"uk";"zz";"i"
"us";"CA";"e"
"uk";"zz";"i"
"us";"MN";"d"
"us";"IA";"g"
"us";"FL";"b"
"ca";"BC";"b"
"us";"MS";"c"
"us";"TX";"i"
"ca";"ON";"a"
"us";"MT";"c"
"us";"NY";"f"
"au";"zz";"a"
"au";"zz";"c"
"it";;"g"
"us";"FL";"c"
"mx";"zz";"i"
"us";"FL";"f"
"us";"NM";"g"
"us";"ID";"z"
"us";"IN";"z"
"us";"MI";"z"
"us";"CA";"c"
"us";"CT";"b"
"uk";"zz";"i"
"ee";"zz";"g"
"us";"PA";"z"
"de";"zz";"i"
"us";"FL";"c"
"ca";"ON";"b"
"au";"zz";"b"
"us";"VA";"d"
"us";"CO";"g"
"us";"CO";"f"
"au";"zz";"i"
"ca";"QC";"d"
"us";"NY";"i"
"us";"OR";"b"
"us";"TX";"c"
"ca";"SK";"a"
"us";"NM";"h"
"us";"WI";"d"
"us";"MI";"a"
"us";"zz";"d"
"uk";"zz";"e"
"us";"MN";"e"
"us";"TX";"i"
"us";"NY";"c"
"zz";"zz";"z"
"au";"NT";"a"
"us";"TX";"a"
"uk";"zz";"d"
"us";"CA";"d"
"us";"FL";"e"
"us";"TX";"b"
"us";"TX";"i"
"au";"zz";"i"
"us";"TN";"e"
"us";"MA";"c"
"uk";"zz";"c"
"us";"GA";"b"
"us";"CO";"z"
"au";"zz";"z"
"br";"zz";"e"
"es";"zz";"d"
"us";"LA";"a"
"us";"NC";"b"
"us";"FL";"c"
"us";"MS";"b"
"uk";"zz";"c"
"ca";"AB";"a"
"us";"TX";"c"
"ca";"ON";"h"
"zz";"zz";"z"
"uk";"zz";"e"
"us";"MO";"b"
"us";"UT";"c"
"us";"PA";"c"
"us";"IA";"d"
"us";"LA";"f"
"us";"NJ";"e"
"us";"TX";"i"
"ca";"AB";"i"
"us";"MO";"b"
"us";"MS";"b"
"us";"CA";"g"
"uk";"zz";"d"
"ca";"BC";"f"
"us";"zz";"z"
"uk";"zz";"g"
"us";"OR";"e"
"us";"OR";"f"
"us";"OR";"c"
"us";"NE";"c"
"us";"FL";"b"
"us";"OH";"a"
"us";"CA";"b"
"us";"UT";"c"
"us";"AZ";"i"
"us";"KS";"d"
"uk";"zz";"z"
"us";"NH";"h"
"it";"CA";"c"
"us";"SC";"b"
"zz";"TX";"b"
"us";"zz";"c"
"us";"PA";"e"
"us";"MI";"i"
"us";"NV";"d"
"us";"FL";"d"
"us";"WA";"c"
"no";"zz";"b"
"us";"WA";"c"
"us";"WI";"g"
"us";"CA";"f"
"us";"FL";"b"
"us";"KS";"e"
"us";"IL";"g"
"us";"NY";"a"
"us";"MA";"e"
"at";"zz";"i"
"us";"WI";"a"
"us";"WI";"f"
"us";"PA";"g"
"tr";"zz";"g"
"us";"WA";"a"
"us";"PA";"d"
"uk";"zz";"z"
"us";"KT";"d"
"us";"IL";"e"
"zz";"zz";"z"
"uk";"zz";"e"
"us";"PA";"f"
"us";"NJ";"a"
"us";"FL";"f"
"us";"LA";"b"
"us";"zz";"b"
"us";"NM";"b"
"ca";"AB";"f"
"us";"LA";"b"
"us";"TX";"i"
"us";"CA";"a"
"my";"zz";"i"
"us";"VA";"i"
"us";"WI";"c"
"uk";"zz";"f"
"mx";"zz";"i"
"us";"CA";"z"
"sg";"zz";"i"
"us";"TX";"z"
"nl";"zz";"e"
"us";"MI";"b"
"us";"WA";"e"
"us";"zz";"b"
"us";"NV";"g"
"us";"NV";"i"
"br";"zz";"g"
"uk";"zz";"e"
"uk";"zz";"h"
"us";"CA";"g"
"uk";"zz";"i"
"us";"PA";"b"
"us";"CA";"i"
"us";"MN";"f"
"uk";"zz";"a"
"uk";"zz";"c"
"uk";"zz";"b"
"us";"WA";"d"
"br";"zz";"i"
"us";"PA";"a"
"au";"zz";"i"
"ph";"zz";"z"
"xx";"WA";"g"
"uk";"zz";"e"
"ca";"AB";"i"
"nl";"zz";"a"
"us";"OR";"c"
"es";"zz";"h"
"us";"WA";"z"
"us";"FL";"f"
"ca";"zz";"b"
"us";"ME";"a"
"us";"NY";"a"
"zz";"zz";"z"
"us";"NY";"b"
"us";"MD";"c"
"us";"MI";"f"
"us";"SC";"g"
"us";"OH";"e"
"uk";"zz";"g"
"be";"zz";"e"
"us";"NH";"d"
"au";"zz";"d"
"ca";"NB";"f"
"us";"KT";"f"
"us";"OH";"b"
"ca";"ON";"h"
"ca";"ON";"b"
"ca";"zz";"g"
"is";"zz";"g"
"id";"zz";"f"
"uk";"zz";"b"
"us";"IA";"f"
"us";"OK";"e"
"us";"VT";"a"
"us";"MT";"f"
"af";"zz";"a"
"us";"AZ";"h"
"us";"NC";"e"
"us";"CA";"d"
"ph";"zz";"d"
"ph";"zz";"d"
"us";"TX";"i"
"us";"ND";"b"
"ca";"ON";"g"
"us";"CA";"d"
"us";"FL";"f"
"us";"AR";"e"
"us";"AL";"d"
"us";"PA";"b"
"us";"MI";"g"
"us";"TX";"i"
"pl";"zz";"b"
"be";"zz";"c"
"us";"CO";"g"
"us";"MI";"d"
"ar";"zz";"i"
"mx";"zz";"i"
"uk";"zz";"b"
"us";"OH";"b"
"us";"NJ";"f"
"us";"VA";"b"
"mx";"zz";"d"
"br";"zz";"g"
"us";"zz";"z"
"za";"zz";"z"
"us";"TX";"c"
"uk";"zz";"d"
"us";"IL";"d"
"us";"CA";"h"
"us";"NE";"a"
"au";"HI";"a"
"br";"zz";"i"
"ca";"BC";"i"
"za";"zz";"f"
"no";"zz";"d"
"us";"TN";"c"
"us";"NY";"c"
"uk";"zz";"g"
"co";"zz";"i"
"us";"AL";"b"
"us";"zz";"d"
"us";"CA";"c"
"us";"GA";"b"
"de";"zz";"b"
"de";"zz";"b"
"us";"HI";"c"
"us";"AZ";"i"
"au";"zz";"c"
"br";"zz";"g"
"au";"zz";"i"
"zz";"zz";"z"
"id";"zz";"d"
