"location";"state";"townsize"
"id";"zz";"c"
"es";"zz";"d"
"id";"zz";"c"
"ie";"zz";"b"
"id";"zz";"i"
"us";"NE";"z"
"us";"MN";"e"
"br";"zz";"i"
"de";"zz";"c"
"za";"zz";"e"
"ca";"BC";"b"
"us";"WI";"e"
"de";"zz";"b"
"us";"IN";"i"
"ca";"BC";"g"
"za";"zz";"e"
"nl";"zz";"d"
"au";"zz";"i"
"us";"MD";"c"
"mx";"zz";"z"
"us";"MN";"e"
"fi";"zz";"h"
"us";"CO";"e"
"us";"TX";"a"
"us";"WA";"e"
"zz";"zz";"z"
"es";"zz";"c"
"br";"zz";"b"
"us";"FL";"i"
"us";"SC";"h"
"us";"TX";"b"
"zz";"zz";"z"
"us";"FL";"f"
"si";"zz";"c"
"fr";"zz";"f"
"us";"CA";"i"
"us";"CA";"e"
"us";"TX";"i"
"us";"NC";"b"
"us";"NY";"b"
"ca";"ON";"a"
"ca";"AB";"b"
"us";"MO";"b"
"ca";"AB";"d"
"se";"zz";"b"
"us";"TX";"i"
"de";"zz";"g"
"us";"TN";"h"
"us";"ID";"c"
"us";"CT";"b"
"us";"NC";"f"
"us";"AZ";"i"
"um";"MT";"b"
"ca";"BC";"d"
"us";"TX";"d"
"ca";"ON";"g"
"uk";"zz";"a"
"us";"OK";"e"
"us";"NJ";"e"
"ca";"zz";"g"
"us";"CO";"h"
"zz";"zz";"z"
"us";"CO";"e"
"us";"AL";"c"
"ca";"MB";"f"
"sg";"zz";"h"
"us";"CA";"c"
"us";"CA";"d"
"us";"MD";"f"
"uk";"zz";"a"
"us";"CA";"h"
"us";"NV";"g"
"us";"CA";"f"
"us";"TN";"h"
"us";"PA";"f"
"pl";"zz";"d"
"br";"zz";"i"
"zz";"zz";"z"
"us";"zz";"f"
"us";"MI";"c"
"us";"MN";"c"
"uk";"zz";"i"
"us";"MO";"g"
"us";"CA";"b"
"pt";"zz";"z"
"us";"CA";"g"
"us";"CA";"i"
"us";"NC";"c"
"us";"MI";"e"
"us";"IL";"b"
"ca";"ON";"b"
"uk";"zz";"e"
"ca";"QC";"c"
"us";"NH";"b"
"au";"zz";"i"
"us";"KT";"g"
"ca";"BC";"d"
"us";"NH";"e"
"us";"UT";"b"
"uk";"zz";"c"
"se";"zz";"d"
"us";"NJ";"d"
"mx";"zz";"i"
"us";"OH";"b"
"us";"KT";"c"
"us";"NH";"b"
"us";"OR";"e"
"us";"MO";"c"
"ca";"ON";"d"
"us";"GA";"d"
"us";"WA";"c"
"us";"IN";"e"
"ca";"BC";"h"
"us";"PA";"z"
"us";"zz";"c"
"us";"OK";"b"
"us";"MD";"d"
"ca";"QC";"b"
"uk";"zz";"i"
"uk";"zz";"g"
"us";"PA";"e"
"us";"WI";"a"
"us";"CA";"g"
"us";"OH";"d"
"us";"OR";"c"
"us";"VA";"g"
"uk";"zz";"i"
"uk";"zz";"c"
"us";"CO";"a"
"im";"zz";"b"
"us";"zz";"e"
"us";"OR";"f"
"us";"CA";"c"
"us";"AR";"a"
"uk";"zz";"a"
"us";"GA";"b"
"us";"VA";"a"
"us";"MI";"a"
"us";"TX";"c"
"us";"OH";"d"
"us";"NY";"e"
"us";"NC";"a"
"us";"GA";"g"
"us";"TX";"e"
"ph";"zz";"i"
"uk";"zz";"b"
"us";"FL";"e"
"us";"NC";"b"
"us";"FL";"b"
"us";"CA";"z"
"us";"TX";"h"
"us";"NY";"a"
"us";"OH";"f"
"us";"CA";"a"
"us";"MO";"i"
"us";"MI";"f"
"us";"OK";"b"
"dk";"zz";"e"
"us";"IN";"d"
"si";"zz";"b"
"us";"MI";"b"
"us";"CO";"f"
"us";"MO";"g"
"us";"CA";"d"
"us";"WA";"g"
"us";"MD";"e"
"ru";"zz";"i"
"us";"MI";"b"
"au";"zz";"a"
"us";"GA";"b"
"uk";"zz";"g"
"ca";"NS";"b"
"us";"KS";"a"
"us";"NE";"g"
"us";"MA";"f"
"us";"CA";"d"
"us";"NV";"i"
"us";"IN";"b"
"us";"CA";"g"
"us";"TX";"f"
"us";"CA";"f"
"us";"TX";"i"
"us";"NY";"b"
"us";"IL";"c"
"us";"AZ";"i"
"pl";"zz";"g"
"no";"zz";"c"
"ve";"zz";"g"
"au";"zz";"e"
"at";"zz";"i"
"ca";"ON";"e"
"us";"PA";"i"
"zz";"zz";"z"
"us";"WA";"f"
"us";"UT";"g"
"us";"CA";"f"
"us";"AZ";"e"
"us";"PA";"b"
"us";"NY";"b"
"uk";"zz";"e"
"us";"NH";"i"
"us";"zz";"f"
"us";"FL";"b"
"us";"GA";"z"
"us";"SC";"f"
"nz";"zz";"d"
"zz";"zz";"z"
"us";"WA";"h"
"us";"OH";"f"
"us";"NC";"b"
"us";"GA";"e"
"us";"WA";"g"
"us";"TX";"c"
"us";"VA";"e"
"us";"NC";"c"
"us";"VT";"d"
"zz";"zz";"z"
"us";"AL";"d"
"us";"GA";"f"
"us";"OH";"e"
"us";"FL";"h"
"uk";"zz";"e"
"us";"LA";"a"
"be";"zz";"d"
"us";"CA";"i"
"us";"OR";"g"
"us";"NC";"g"
"us";"NJ";"b"
"nl";"zz";"e"
"ca";"QC";"b"
"zz";"WA";"d"
"us";"MN";"b"
"us";"CA";"z"
"us";"WA";"c"
"ca";"ON";"f"
"us";"TX";"i"
"de";"zz";"a"
"us";"AL";"b"
"us";"MD";"f"
"ca";"AB";"f"
"au";"zz";"b"
"us";"FL";"d"
"us";"TN";"b"
"us";"TN";"a"
"us";"PA";"f"
"ru";"zz";"f"
"us";"TX";"d"
"us";"TX";"g"
"ca";"QC";"g"
"uk";"zz";"b"
"us";"IN";"c"
"us";"TX";"g"
"zz";"TN";"a"
"us";"TX";"d"
"ad";"zz";"d"
"us";"MI";"a"
"ca";"ON";"d"
"us";"MI";"d"
"de";"zz";"d"
"se";"zz";"b"
"us";"GA";"b"
"pt";"zz";"e"
"us";"MO";"f"
"us";"NY";"d"
"au";"zz";"z"
"us";"GA";"z"
"us";"OK";"a"
"au";"zz";"i"
"us";"CO";"e"
"mx";"DC";"e"
"uk";"zz";"d"
"us";"MN";"d"
"us";"CA";"g"
"uk";"zz";"b"
"us";"OH";"f"
"us";"NY";"g"
"us";"UT";"g"
"us";"MI";"a"
"us";"MD";"a"
"lt";"VA";"b"
"ca";"NS";"g"
"us";"PA";"c"
"uk";"zz";"i"
"us";"GA";"b"
"us";"FL";"e"
"us";"TX";"a"
"us";"MO";"a"
"us";"FL";"g"
"gr";"zz";"e"
"ca";"BC";"h"
"us";"WA";"e"
"us";"MS";"e"
"us";"AZ";"h"
"us";"MO";"d"
"br";"zz";"i"
"us";"VA";"b"
"us";"TN";"a"
"us";"CA";"b"
"us";"TX";"c"
"us";"PA";"b"
"us";"KT";"c"
"uk";"zz";"e"
"uk";"zz";"a"
"us";"zz";"i"
"au";"zz";"d"
"us";"NC";"f"
"us";"FL";"d"
"zz";"zz";"z"
"ca";"ON";"c"
"au";"zz";"e"
"uk";"zz";"c"
"ru";"zz";"i"
"us";"TN";"e"
"us";"AL";"f"
"fi";"zz";"g"
"au";"zz";"i"
"uk";"zz";"a"
"us";"IA";"c"
"us";"NY";"b"
"zz";"zz";"z"
"us";"IN";"d"
"us";"CO";"c"
"us";"FL";"i"
"ca";"QC";"z"
"us";"CA";"i"
"us";"CA";"e"
"us";"GA";"c"
"us";"FL";"c"
"us";"FL";"i"
"us";"DE";"b"
"ca";"NS";"a"
"uk";"zz";"a"
"cz";"zz";"g"
"us";"PA";"c"
"se";"zz";"c"
"us";"CA";"f"
"uk";"zz";"a"
"zz";"zz";"z"
"us";"zz";"d"
"uk";"zz";"e"
"us";"OH";"d"
"us";"TN";"b"
"us";"CO";"f"
"us";"CA";"b"
"us";"NY";"f"
"us";"AZ";"d"
"us";"CA";"g"
"us";"NC";"b"
"zz";"zz";"z"
"us";"PA";"g"
"us";"PA";"b"
"us";"TX";"b"
"br";"zz";"g"
"uk";"zz";"d"
"it";"zz";"b"
"uk";"zz";"d"
"us";"TX";"c"
"us";"NJ";"b"
"zz";"zz";"z"
"at";"zz";"i"
"us";"NY";"d"
"ec";"zz";"b"
"nz";"zz";"z"
"us";"OR";"d"
"us";"PA";"b"
"au";"zz";"b"
"us";"VA";"e"
"us";"LA";"c"
"us";"NJ";"d"
"ca";"AB";"h"
"uk";"zz";"b"
"fr";"zz";"b"
"us";"NC";"g"
"us";"FL";"c"
"us";"OR";"f"
"es";"zz";"c"
"us";"TX";"b"
"se";"zz";"a"
"it";"zz";"d"
"uk";"zz";"b"
"us";"MN";"f"
"us";"CA";"a"
"ca";"BC";"z"
"us";"NY";"i"
"us";"CO";"a"
"us";"NY";"i"
"us";"CA";"e"
"us";"FL";"b"
"us";"CT";"c"
"us";"TN";"b"
"us";"TX";"g"
"uk";"zz";"b"
"us";"CA";"i"
"us";"CA";"a"
"us";"MA";"c"
"us";"DE";"d"
"ca";"PE";"f"
"ca";"PE";"e"
"us";"CA";"i"
"mx";"IA";"e"
"us";"MT";"d"
"uk";"zz";"a"
"be";"zz";"c"
"us";"FL";"g"
"fi";"zz";"f"
"zz";"zz";"z"
"us";"UT";"f"
"us";"MI";"g"
"uk";"zz";"g"
"ie";"zz";"a"
"zz";"zz";"i"
"us";"CA";"a"
"us";"FL";"c"
"us";"WI";"a"
"us";"CA";"h"
"us";"TX";"f"
"us";"CA";"c"
"us";"CA";"d"
"ch";"zz";"z"
"us";"CA";"d"
"us";"FL";"d"
"fr";"zz";"c"
"zz";"zz";"z"
"us";"WA";"g"
"zz";"FL";"i"
"kp";"zz";"i"
"us";"WI";"g"
"au";"zz";"i"
"de";"zz";"c"
"us";"AZ";"a"
"us";"IN";"a"
"us";"MI";"d"
"sk";"zz";"g"
"us";"TX";"i"
"uk";"zz";"a"
"us";"SD";"d"
"us";"MO";"d"
"us";"CA";"h"
"us";"NJ";"z"
"us";"FL";"a"
"us";"MI";"a"
"ca";"zz";"f"
"us";"NY";"b"
"us";"NY";"b"
"ca";"AB";"g"
"us";"MO";"i"
"us";"IN";"d"
"us";"zz";"e"
"us";"FL";"d"
"uk";"zz";"b"
"ca";"ON";"e"
"us";"TX";"i"
"us";"NC";"e"
"au";"zz";"z"
"au";"zz";"c"
"ca";"ON";"g"
"us";"VA";"g"
"us";"OR";"g"
"us";"MO";"d"
"nz";"zz";"b"
"au";"zz";"b"
"ca";"ON";"e"
"us";"FL";"b"
"us";"CA";"f"
"br";"zz";"i"
"us";"FL";"e"
"us";"CA";"b"
"us";"CA";"d"
"au";"zz";"g"
"us";"AZ";"i"
"us";"MO";"b"
"us";"CA";"c"
"zz";"OH";"b"
"uk";"zz";"i"
"us";"MN";"b"
"us";"CA";"f"
"us";"MI";"a"
"us";"FL";"f"
"be";"zz";"d"
"es";"zz";"f"
"us";"TX";"i"
"us";"FL";"f"
"us";"AR";"d"
"ca";"ON";"h"
"uk";"zz";"h"
"us";"zz";"h"
"de";"zz";"z"
"us";"NJ";"z"
"us";"ME";"b"
"us";"MO";"d"
"us";"MI";"d"
"ca";"BC";"i"
"us";"GA";"a"
"uk";"zz";"g"
"us";"TX";"i"
"us";"TX";"c"
"de";"zz";"f"
"us";"UT";"e"
"be";"zz";"c"
"uk";"zz";"c"
"us";"TN";"g"
"us";"TX";"a"
"us";"OH";"a"
"us";"CA";"z"
"us";"CA";"h"
"us";"MI";"a"
"us";"zz";"b"
"us";"TX";"a"
"de";"zz";"c"
"us";"PA";"d"
"uk";"zz";"i"
"ae";"zz";"f"
"us";"FL";"d"
"zz";"zz";"z"
"us";"IL";"d"
"us";"FL";"a"
"us";"MS";"c"
"us";"OH";"c"
"us";"AZ";"b"
"us";"MI";"g"
"us";"CA";"d"
"my";"zz";"g"
"uk";"zz";"c"
"us";"TX";"i"
"us";"TX";"i"
"us";"WI";"c"
"zz";"zz";"z"
"us";"CA";"g"
"ca";"ON";"h"
"us";"MS";"b"
"us";"CA";"b"
"au";"zz";"e"
"fi";"zz";"e"
"uk";"zz";"f"
"us";"WA";"e"
"us";"AR";"e"
"us";"DE";"c"
"pl";"zz";"h"
"us";"MO";"c"
"us";"CO";"g"
"ca";"BC";"b"
"uk";"zz";"d"
"us";"WA";"i"
"fi";"zz";"g"
"us";"CA";"b"
"us";"CO";"b"
"ca";"ON";"d"
"us";"UT";"i"
"us";"NJ";"e"
"us";"NY";"b"
"us";"TX";"d"
"ro";"zz";"d"
"us";"FL";"b"
"no";"zz";"e"
"us";"GA";"e"
"us";"KT";"b"
"br";"zz";"d"
"us";"GA";"i"
"us";"KT";"b"
"uk";"zz";"f"
"us";"MD";"z"
"us";"LA";"b"
"us";"CO";"c"
"us";"CO";"b"
"us";"TX";"e"
"us";"NJ";"e"
"us";"PA";"c"
"us";"LA";"a"
"us";"PA";"h"
"ca";"NS";"z"
"us";"NH";"a"
"us";"TX";"e"
"ca";"ON";"h"
"uk";"zz";"i"
"uk";"WV";"c"
"us";"IN";"a"
"zz";"zz";"z"
"us";"NY";"e"
"us";"CO";"c"
"us";"ID";"h"
"us";"CA";"c"
"us";"OR";"g"
"us";"IN";"c"
"us";"CA";"i"
"us";"TX";"d"
"zz";"zz";"z"
"us";"OH";"a"
"uk";"MA";"b"
"us";"CA";"c"
"us";"UT";"c"
"us";"NM";"b"
"us";"IA";"c"
"us";"IA";"c"
"us";"CA";"g"
"us";"OK";"c"
"ca";"BC";"f"
"us";"WV";"e"
"us";"WI";"e"
"us";"MT";"c"
"us";"NC";"a"
"us";"VA";"a"
"uk";"zz";"c"
"us";"TX";"z"
"us";"MO";"a"
"us";"OR";"e"
"de";"zz";"f"
"ca";"NS";"i"
"us";"CA";"b"
"us";"CO";"f"
"us";"LA";"a"
"zz";"zz";"z"
"us";"TN";"b"
"uk";"zz";"c"
"us";"FL";"h"
"us";"NC";"g"
"it";"zz";"b"
"us";"zz";"b"
"us";"NE";"a"
"ca";"NS";"c"
"us";"IN";"b"
"us";"CA";"b"
"fi";"zz";"z"
"au";"zz";"b"
"us";"FL";"e"
"us";"NC";"b"
"us";"WI";"a"
"ca";"ON";"i"
"us";"AZ";"g"
"us";"NJ";"c"
"uk";"zz";"h"
"br";"zz";"h"
"us";"PA";"e"
"us";"CO";"d"
"us";"CA";"g"
"us";"GA";"e"
"us";"MN";"f"
"uk";"zz";"d"
"uk";"zz";"e"
"us";"zz";"i"
"ca";"ON";"h"
"ca";"NB";"b"
"us";"CA";"i"
"ca";"BC";"f"
"us";"MN";"i"
"us";"CO";"e"
"us";"CA";"b"
"us";"MN";"d"
"us";"CO";"g"
"us";"AL";"c"
"us";"FL";"f"
"ca";"BC";"c"
"us";"PA";"z"
"zz";"zz";"z"
"us";"CO";"d"
"ca";"BC";"i"
"zz";"zz";"z"
"us";"WA";"d"
"ca";"QC";"i"
"us";"TX";"f"
"us";"TX";"e"
"us";"CA";"i"
"uk";"zz";"e"
"us";"MO";"b"
"us";"CA";"g"
"ca";"BC";"e"
"us";"NJ";"a"
"zz";"zz";"z"
"us";"WA";"d"
"us";"GA";"c"
"us";"AZ";"e"
"us";"KS";"f"
"us";"KS";"f"
"us";"MI";"a"
"us";"PA";"d"
"us";"TX";"d"
"us";"AL";"a"
"us";"WA";"g"
"us";"AK";"b"
"us";"MI";"e"
"mx";"zz";"i"
"us";"WA";"f"
"us";"IA";"z"
"us";"MA";"b"
"us";"NH";"a"
"us";"OK";"i"
"us";"TX";"g"
"ca";"AB";"a"
"uk";"zz";"b"
"us";"AZ";"i"
"us";"GA";"e"
"us";"WI";"d"
"us";"ME";"b"
"us";"IL";"e"
"us";"MO";"d"
"ca";"AB";"i"
"us";"TX";"e"
"us";"WA";"f"
"pl";"zz";"h"
"us";"DE";"c"
"us";"NC";"f"
"us";"PA";"b"
"uk";"zz";"g"
"us";"MO";"a"
"us";"UT";"f"
"us";"SD";"d"
"us";"CO";"i"
"us";"NV";"g"
"us";"OR";"g"
"no";"zz";"h"
"de";"zz";"g"
"us";"WI";"g"
"de";"zz";"c"
"us";"IL";"d"
"us";"MA";"d"
"us";"NH";"z"
"uk";"zz";"b"
"us";"WA";"e"
"us";"NY";"f"
"us";"WA";"g"
"es";"zz";"h"
"us";"CA";"f"
"us";"PA";"a"
"us";"CO";"c"
"us";"CA";"c"
"uk";"zz";"g"
"us";"IA";"f"
"us";"MI";"b"
"ec";"zz";"h"
"us";"CO";"z"
"us";"CA";"a"
"us";"OK";"b"
"us";"VA";"e"
"us";"CO";"f"
"us";"MI";"b"
"uk";"zz";"d"
"us";"TX";"h"
"us";"FL";"b"
"us";"AZ";"i"
"us";"PA";"b"
"us";"ID";"f"
"us";"FL";"c"
"ca";"AB";"a"
"us";"PA";"b"
"us";"VA";"e"
"us";"CA";"c"
"us";"NY";"b"
"uk";"zz";"g"
"us";"CA";"e"
"ca";"MB";"h"
"us";"PA";"e"
"us";"MI";"z"
"us";"CA";"d"
"us";"WA";"e"
"us";"NY";"e"
"es";"zz";"g"
"ca";"zz";"z"
"us";"UT";"i"
"us";"AZ";"f"
"us";"zz";"c"
"us";"FL";"i"
"us";"WI";"d"
"fi";"zz";"d"
"us";"GA";"b"
"us";"NY";"e"
"us";"MN";"g"
"us";"GA";"i"
"us";"zz";"b"
"us";"MN";"b"
"au";"zz";"i"
"us";"CA";"f"
"ca";"AB";"i"
"pa";"zz";"c"
"us";"NY";"e"
"uk";"zz";"e"
"us";"NC";"d"
"us";"TN";"h"
"uk";"zz";"b"
"us";"MD";"e"
"us";"IA";"f"
"us";"IN";"g"
"us";"OK";"d"
"us";"ND";"f"
"uk";"zz";"d"
"us";"AZ";"i"
"us";"CO";"b"
"ca";"ON";"c"
"de";"zz";"a"
"us";"MD";"e"
"au";"zz";"b"
"us";"LA";"g"
"uk";"zz";"z"
"us";"MN";"b"
"ca";"ON";"e"
"us";"MS";"b"
"us";"WA";"f"
"uk";"zz";"e"
"us";"WI";"a"
"us";"AZ";"h"
"us";"TX";"i"
"us";"WI";"b"
"ie";"zz";"d"
"us";"KT";"b"
"se";"zz";"b"
"us";"IL";"d"
"us";"CA";"e"
"us";"AZ";"b"
"us";"VA";"d"
"us";"FL";"b"
"us";"LA";"d"
"us";"AL";"a"
"ru";"zz";"i"
"us";"WA";"g"
"us";"IL";"i"
"us";"AL";"a"
"us";"zz";"g"
"no";"zz";"d"
"uk";"zz";"h"
"id";"zz";"i"
"us";"NY";"a"
"au";"zz";"c"
"us";"zz";"b"
"ca";"NS";"e"
"ca";"AB";"i"
"mx";"zz";"i"
"us";"WV";"b"
"us";"IA";"e"
"us";"MI";"b"
"us";"FL";"c"
"us";"CA";"z"
"pr";"zz";"d"
"us";"MD";"b"
"us";"TX";"b"
"us";"GA";"b"
"us";"AZ";"b"
"us";"WA";"f"
"us";"CA";"h"
"uk";"zz";"a"
"uk";"zz";"g"
"us";"CA";"g"
"dk";"zz";"b"
"us";"FL";"b"
"us";"MI";"b"
"us";"MI";"a"
"us";"MI";"b"
"us";"NC";"a"
"us";"MN";"c"
"us";"WA";"e"
"us";"FL";"e"
"us";"MO";"g"
"nl";"zz";"d"
"ca";"AB";"i"
"us";"WA";"b"
"us";"CA";"h"
"um";"PA";"a"
"se";"zz";"e"
"us";"IL";"c"
"us";"PA";"b"
"uk";"MD";"h"
"us";"MN";"e"
"se";"zz";"d"
"us";"CA";"i"
"us";"AZ";"b"
"us";"GA";"e"
"us";"zz";"z"
"us";"MI";"b"
"at";"zz";"i"
"us";"TX";"d"
"us";"TN";"h"
"us";"MN";"d"
"us";"zz";"b"
"us";"CA";"c"
"de";"zz";"e"
"au";"zz";"b"
"au";"zz";"f"
"au";"zz";"z"
"au";"zz";"g"
"us";"OK";"e"
"us";"TX";"a"
"us";"TX";"h"
"au";"zz";"b"
"au";"zz";"b"
"se";"zz";"f"
"pl";"zz";"a"
"us";"OH";"e"
"us";"MI";"e"
"us";"OH";"d"
"nz";"zz";"c"
"br";"zz";"e"
"us";"ID";"d"
"us";"OR";"i"
"us";"KT";"b"
"us";"NC";"b"
"us";"MN";"d"
"us";"GA";"e"
"us";"ID";"g"
"us";"WI";"a"
"pt";"zz";"h"
"pk";"zz";"g"
"us";"OR";"b"
"ca";"ON";"e"
"pl";"zz";"e"
"fi";"zz";"b"
"us";"MA";"f"
"us";"FL";"c"
"us";"AZ";"i"
"us";"NJ";"c"
"us";"OH";"z"
"us";"MO";"d"
"us";"NC";"c"
"us";"IL";"c"
"au";"zz";"b"
"us";"zz";"a"
"us";"MN";"e"
"it";"zz";"b"
"us";"OH";"i"
"ca";"zz";"e"
"us";"WI";"c"
"us";"MA";"a"
"uk";"zz";"a"
"us";"OH";"e"
"us";"CA";"i"
"us";"NJ";"e"
"us";"CA";"f"
"us";"TX";"f"
"nl";"zz";"e"
"uk";"zz";"d"
"us";"TX";"b"
"zz";"zz";"z"
"us";"GA";"d"
"us";"CA";"i"
"us";"NC";"f"
"us";"PA";"b"
"us";"AR";"b"
"us";"FL";"d"
"ca";"SK";"g"
"us";"VA";"i"
"us";"OK";"c"
"us";"PA";"c"
"us";"MT";"e"
"us";"CA";"g"
"uk";"zz";"d"
"us";"MT";"z"
"us";"MN";"c"
"us";"MT";"f"
"us";"MT";"b"
"us";"OH";"c"
"ca";"BC";"a"
"au";"zz";"c"
"bg";"zz";"c"
"au";"zz";"i"
"us";"IN";"g"
"us";"MT";"g"
"us";"SC";"f"
"ca";"QC";"i"
"au";"zz";"e"
"us";"SC";"e"
"us";"OK";"b"
"us";"KT";"d"
"us";"WA";"z"
"us";"FL";"b"
"us";"NC";"b"
"us";"TX";"g"
"us";"PA";"c"
"br";"zz";"e"
"us";"MT";"b"
"us";"IA";"b"
"az";"AZ";"z"
"us";"MA";"e"
"us";"NH";"c"
"us";"CA";"e"
"us";"TN";"a"
"us";"KT";"d"
"us";"OK";"b"
"au";"zz";"i"
"us";"NH";"d"
"uk";"zz";"d"
"us";"zz";"g"
"us";"CA";"d"
"us";"TX";"f"
"us";"OK";"h"
"zz";"zz";"z"
"us";"MD";"c"
"us";"IL";"b"
"ca";"ON";"b"
"us";"MI";"b"
"us";"MA";"c"
"us";"NV";"c"
"us";"CA";"f"
"us";"RI";"f"
"de";"zz";"a"
"us";"CT";"b"
"uk";"zz";"b"
"us";"CO";"e"
"us";"WI";"c"
"au";"zz";"i"
"us";"LA";"e"
"us";"VA";"i"
"us";"CA";"b"
"pl";"zz";"h"
"pr";"zz";"g"
"us";"MA";"c"
"es";"zz";"i"
"us";"MD";"d"
"us";"OH";"e"
"ca";"zz";"g"
"zz";"zz";"z"
"us";"OH";"b"
"ca";"ON";"g"
"us";"TX";"i"
"us";"CA";"g"
"ae";"zz";"i"
"us";"WA";"d"
"us";"SC";"c"
"us";"TX";"i"
"pr";"zz";"g"
"us";"MA";"c"
"us";"OH";"b"
"us";"NH";"e"
"us";"WA";"a"
"us";"LA";"g"
"zz";"zz";"z"
"us";"AZ";"f"
"zz";"zz";"d"
"us";"NY";"b"
"us";"CO";"g"
"us";"CO";"h"
"us";"SC";"i"
"zz";"zz";"z"
"us";"LA";"g"
"us";"PA";"b"
"us";"MI";"e"
"us";"OK";"h"
"us";"CA";"i"
"us";"MI";"f"
"us";"IA";"g"
"us";"IA";"g"
"us";"MD";"b"
"us";"ME";"c"
"us";"IN";"z"
"us";"CA";"i"
"cl";"zz";"i"
"zz";"zz";"z"
"us";"IL";"h"
"us";"WA";"b"
"us";"KT";"g"
"us";"GA";"i"
"nz";"zz";"d"
"us";"MT";"b"
"uk";"zz";"c"
"us";"FL";"c"
"us";"MI";"e"
"se";"zz";"g"
"bo";"MN";"d"
"us";"IN";"b"
"zz";"zz";"z"
"ca";"AB";"c"
"us";"NY";"e"
"us";"FL";"g"
"zz";"zz";"g"
"us";"NU";"a"
"ca";"ON";"g"
"us";"AR";"e"
"us";"MI";"b"
"uk";"zz";"a"
"br";"zz";"a"
"us";"PA";"d"
"us";"FL";"b"
"us";"AL";"d"
"us";"CA";"d"
"us";"RI";"b"
"us";"MD";"a"
"us";"FL";"b"
"us";"MI";"a"
"us";"AL";"b"
"us";"PA";"b"
"us";"RI";"b"
"us";"CA";"f"
"us";"PA";"i"
"tt";"zz";"a"
"us";"TX";"i"
"us";"NJ";"z"
"us";"WV";"a"
"us";"MN";"d"
"us";"WI";"d"
"us";"OK";"e"
"de";"zz";"i"
"us";"CA";"h"
"us";"NC";"d"
"us";"NY";"a"
"uk";"zz";"i"
"us";"TX";"g"
"us";"TX";"i"
"us";"IL";"e"
"uk";"zz";"h"
"us";"TN";"c"
"us";"OH";"e"
"nl";"zz";"f"
"us";"FL";"z"
"ca";"ON";"c"
"us";"AL";"c"
"au";"zz";"a"
"us";"TX";"z"
"us";"FL";"g"
"uk";"zz";"c"
"us";"UT";"i"
"us";"WA";"e"
"uk";"zz";"c"
"us";"AK";"h"
"us";"MI";"a"
"ec";"zz";"c"
"us";"OH";"a"
"us";"WA";"c"
"us";"MT";"c"
"us";"CA";"e"
"zz";"zz";"z"
"us";"FL";"d"
"us";"AL";"i"
"us";"CA";"c"
"au";"zz";"e"
"us";"ME";"b"
"us";"MN";"i"
"us";"ME";"b"
"ca";"AB";"f"
"ar";"zz";"i"
"us";"TX";"g"
"se";"zz";"g"
"us";"NH";"d"
"us";"MN";"g"
"au";"zz";"i"
"qa";"zz";"i"
"us";"PA";"a"
"us";"CA";"z"
"us";"WA";"z"
"us";"AR";"c"
"uk";"zz";"b"
"us";"FL";"e"
"fr";"zz";"e"
"us";"PA";"d"
"us";"TX";"d"
"us";"IL";"z"
"us";"CO";"c"
"fi";"zz";"e"
"us";"FL";"g"
"us";"MD";"a"
"ca";"ON";"i"
"us";"FL";"g"
"uk";"zz";"g"
"uk";"zz";"e"
"es";"zz";"g"
"us";"DE";"b"
"mu";"zz";"d"
"us";"KT";"c"
"us";"NH";"b"
"us";"CA";"e"
"us";"MA";"c"
"us";"OR";"b"
"us";"IN";"d"
"us";"NE";"a"
"us";"FL";"g"
"us";"MI";"i"
"us";"CA";"e"
"us";"CA";"g"
"jp";"zz";"i"
"us";"CA";"g"
"us";"OH";"z"
"us";"MI";"h"
"ca";"ON";"g"
"us";"IL";"d"
"zz";"zz";"z"
"us";"SC";"d"
"us";"CA";"b"
"us";"CO";"e"
"au";"zz";"e"
"us";"CA";"d"
"uk";"zz";"i"
"za";"zz";"h"
"us";"MD";"e"
"us";"IN";"b"
"pt";"zz";"d"
"fr";"zz";"d"
"us";"OR";"a"
"id";"zz";"i"
"us";"CT";"a"
"zz";"zz";"z"
"us";"AZ";"a"
"xx";"zz";"b"
"gg";"zz";"c"
"us";"FL";"c"
"us";"VA";"b"
"us";"VA";"e"
"us";"MO";"g"
"bg";"zz";"c"
"fi";"zz";"e"
"us";"FL";"a"
"us";"RI";"b"
"us";"KS";"f"
"bh";"zz";"a"
"us";"TX";"b"
"hu";"zz";"b"
"ca";"zz";"f"
"us";"AR";"g"
"se";"zz";"e"
"us";"zz";"d"
"se";"zz";"a"
"us";"GA";"c"
"us";"MD";"b"
"us";"CT";"c"
"ca";"AB";"i"
"us";"GA";"b"
"us";"FL";"c"
"ca";"AB";"a"
"us";"zz";"f"
"us";"WA";"b"
"uk";"zz";"e"
"us";"CA";"f"
"ee";"zz";"b"
"si";"zz";"g"
"br";"zz";"i"
"ca";"NL";"g"
"ca";"zz";"f"
"ca";"ON";"e"
"ca";"ON";"h"
"us";"TX";"g"
"us";"IL";"i"
"us";"IN";"b"
"zz";"zz";"z"
"at";"zz";"b"
"rs";"zz";"i"
"ca";"BC";"g"
"us";"CO";"g"
"ca";"ON";"d"
"us";"IN";"a"
"us";"IL";"b"
"us";"MS";"c"
"uk";"zz";"e"
"ca";"ON";"e"
"us";"TX";"b"
"us";"AZ";"b"
"us";"OH";"d"
"us";"KT";"h"
"us";"MI";"d"
